/home/fonwin/f9utwf/block/logs/20191118/omstw.log.TwfNew.g5.txt
Count=10000|Abandoned=0|Rejected=0|Sending=10000|Queuing=0
ReqSNO|T0|T1|T2|(T1-T0)|(T2-T1)|T0-|T1-|T2-
3334|20191118131220.280700|20191118131220.280772|20191118131220.280833|72|61
3336|20191118131220.280719|20191118131220.280778|20191118131220.280836|59|58|19|6|3
3338|20191118131220.280725|20191118131220.280779|20191118131220.280838|54|59|6|1|2
3340|20191118131220.280729|20191118131220.280779|20191118131220.280839|50|60|4|0|1
3342|20191118131220.280746|20191118131220.280780|20191118131220.280840|34|60|17|1|1
3344|20191118131220.280750|20191118131220.280781|20191118131220.280843|31|62|4|1|3
3346|20191118131220.280754|20191118131220.280781|20191118131220.280844|27|63|4|0|1
3348|20191118131220.280758|20191118131220.280791|20191118131220.280845|33|54|4|10|1
3350|20191118131220.280762|20191118131220.280791|20191118131220.280847|29|56|4|0|2
3352|20191118131220.280765|20191118131220.280792|20191118131220.280848|27|56|3|1|1
3354|20191118131220.280774|20191118131220.280793|20191118131220.280849|19|56|9|1|1
3356|20191118131220.280778|20191118131220.280807|20191118131220.280850|29|43|4|14|1
3358|20191118131220.280782|20191118131220.280817|20191118131220.280852|35|35|4|10|2
3360|20191118131220.280786|20191118131220.280818|20191118131220.280853|32|35|4|1|1
3362|20191118131220.280793|20191118131220.280819|20191118131220.280854|26|35|7|1|1
3364|20191118131220.280807|20191118131220.280826|20191118131220.280855|19|29|14|7|1
3366|20191118131220.280811|20191118131220.280827|20191118131220.280856|16|29|4|1|1
3368|20191118131220.280819|20191118131220.280828|20191118131220.280857|9|29|8|1|1
3370|20191118131220.280824|20191118131220.280830|20191118131220.280861|6|31|5|2|4
3372|20191118131220.280830|20191118131220.280844|20191118131220.280863|14|19|6|14|2
3374|20191118131220.280836|20191118131220.280845|20191118131220.280864|9|19|6|1|1
3376|20191118131220.280841|20191118131220.280847|20191118131220.280865|6|18|5|2|1
3378|20191118131220.280847|20191118131220.280862|20191118131220.280866|15|4|6|15|1
3380|20191118131220.280853|20191118131220.280869|20191118131220.280875|16|6|6|7|9
3382|20191118131220.280857|20191118131220.280871|20191118131220.280876|14|5|4|2|1
3384|20191118131220.280865|20191118131220.280875|20191118131220.280877|10|2|8|4|1
3386|20191118131220.280871|20191118131220.280882|20191118131220.280888|11|6|6|7|11
3388|20191118131220.280875|20191118131220.280889|20191118131220.280894|14|5|4|7|6
3390|20191118131220.280879|20191118131220.280891|20191118131220.280896|12|5|4|2|2
3392|20191118131220.280885|20191118131220.280894|20191118131220.280897|9|3|6|3|1
3394|20191118131220.280891|20191118131220.280901|20191118131220.280916|10|15|6|7|19
3396|20191118131220.280895|20191118131220.280915|20191118131220.280917|20|2|4|14|1
3398|20191118131220.280898|20191118131220.280928|20191118131220.280934|30|6|3|13|17
3400|20191118131220.280921|20191118131220.280935|20191118131220.280940|14|5|23|7|6
3402|20191118131220.280925|20191118131220.280937|20191118131220.280942|12|5|4|2|2
3404|20191118131220.280931|20191118131220.280939|20191118131220.280943|8|4|6|2|1
3406|20191118131220.280937|20191118131220.280944|20191118131220.280948|7|4|6|5|5
3408|20191118131220.280941|20191118131220.280947|20191118131220.280949|6|2|4|3|1
3410|20191118131220.280948|20191118131220.280961|20191118131220.280968|13|7|7|14|19
3412|20191118131220.280953|20191118131220.280978|20191118131220.280984|25|6|5|17|16
3414|20191118131220.280957|20191118131220.280980|20191118131220.280985|23|5|4|2|1
3416|20191118131220.280964|20191118131220.280983|20191118131220.280986|19|3|7|3|1
3418|20191118131220.280983|20191118131220.281007|20191118131220.281013|24|6|19|24|27
3420|20191118131220.280988|20191118131220.281017|20191118131220.281022|29|5|5|10|9
3422|20191118131220.280991|20191118131220.281019|20191118131220.281024|28|5|3|2|2
3424|20191118131220.281003|20191118131220.281020|20191118131220.281025|17|5|12|1|1
3426|20191118131220.281009|20191118131220.281028|20191118131220.281035|19|7|6|8|10
3428|20191118131220.281013|20191118131220.281030|20191118131220.281036|17|6|4|2|1
3430|20191118131220.281020|20191118131220.281035|20191118131220.281038|15|3|7|5|2
3432|20191118131220.281024|20191118131220.281036|20191118131220.281039|12|3|4|1|1
3434|20191118131220.281031|20191118131220.281038|20191118131220.281040|7|2|7|2|1
3436|20191118131220.281038|20191118131220.281050|20191118131220.281056|12|6|7|12|16
3438|20191118131220.281043|20191118131220.281053|20191118131220.281058|10|5|5|3|2
3440|20191118131220.281048|20191118131220.281056|20191118131220.281059|8|3|5|3|1
3442|20191118131220.281054|20191118131220.281060|20191118131220.281065|6|5|6|4|6
3444|20191118131220.281058|20191118131220.281063|20191118131220.281067|5|4|4|3|2
3446|20191118131220.281063|20191118131220.281075|20191118131220.281081|12|6|5|12|14
3448|20191118131220.281068|20191118131220.281078|20191118131220.281082|10|4|5|3|1
3450|20191118131220.281072|20191118131220.281080|20191118131220.281084|8|4|4|2|2
3452|20191118131220.281079|20191118131220.281085|20191118131220.281090|6|5|7|5|6
3454|20191118131220.281083|20191118131220.281088|20191118131220.281092|5|4|4|3|2
3456|20191118131220.281088|20191118131220.281099|20191118131220.281105|11|6|5|11|13
3458|20191118131220.281093|20191118131220.281107|20191118131220.281111|14|4|5|8|6
3460|20191118131220.281096|20191118131220.281108|20191118131220.281113|12|5|3|1|2
3462|20191118131220.281103|20191118131220.281112|20191118131220.281114|9|2|7|4|1
3464|20191118131220.281108|20191118131220.281118|20191118131220.281124|10|6|5|6|10
3466|20191118131220.281112|20191118131220.281124|20191118131220.281129|12|5|4|6|5
3468|20191118131220.281115|20191118131220.281126|20191118131220.281131|11|5|3|2|2
3470|20191118131220.281121|20191118131220.281128|20191118131220.281132|7|4|6|2|1
3472|20191118131220.281127|20191118131220.281139|20191118131220.281144|12|5|6|11|12
3474|20191118131220.281132|20191118131220.281145|20191118131220.281150|13|5|5|6|6
3476|20191118131220.281135|20191118131220.281147|20191118131220.281152|12|5|3|2|2
3478|20191118131220.281142|20191118131220.281149|20191118131220.281153|7|4|7|2|1
3480|20191118131220.281148|20191118131220.281161|20191118131220.281167|13|6|6|12|14
3482|20191118131220.281154|20191118131220.281167|20191118131220.281171|13|4|6|6|4
3484|20191118131220.281157|20191118131220.281168|20191118131220.281172|11|4|3|1|1
3486|20191118131220.281164|20191118131220.281171|20191118131220.281174|7|3|7|3|2
3488|20191118131220.281170|20191118131220.281182|20191118131220.281187|12|5|6|11|13
3490|20191118131220.281175|20191118131220.281188|20191118131220.281193|13|5|5|6|6
3492|20191118131220.281178|20191118131220.281190|20191118131220.281195|12|5|3|2|2
3494|20191118131220.281185|20191118131220.281192|20191118131220.281196|7|4|7|2|1
3496|20191118131220.281191|20191118131220.281197|20191118131220.281202|6|5|6|5|6
3498|20191118131220.281194|20191118131220.281200|20191118131220.281204|6|4|3|3|2
3500|20191118131220.281201|20191118131220.281212|20191118131220.281218|11|6|7|12|14
3502|20191118131220.281206|20191118131220.281219|20191118131220.281224|13|5|5|7|6
3504|20191118131220.281209|20191118131220.281221|20191118131220.281225|12|4|3|2|1
3506|20191118131220.281216|20191118131220.281223|20191118131220.281227|7|4|7|2|2
3508|20191118131220.281221|20191118131220.281228|20191118131220.281233|7|5|5|5|6
3510|20191118131220.281225|20191118131220.281231|20191118131220.281234|6|3|4|3|1
3512|20191118131220.281231|20191118131220.281242|20191118131220.281247|11|5|6|11|13
3514|20191118131220.281236|20191118131220.281249|20191118131220.281254|13|5|5|7|7
3516|20191118131220.281239|20191118131220.281251|20191118131220.281255|12|4|3|2|1
3518|20191118131220.281245|20191118131220.281257|20191118131220.281262|12|5|6|6|7
3520|20191118131220.281250|20191118131220.281259|20191118131220.281264|9|5|5|2|2
3522|20191118131220.281255|20191118131220.281261|20191118131220.281265|6|4|5|2|1
3524|20191118131220.281261|20191118131220.281272|20191118131220.281277|11|5|6|11|12
3526|20191118131220.281265|20191118131220.281279|20191118131220.281284|14|5|4|7|7
3528|20191118131220.281269|20191118131220.281280|20191118131220.281285|11|5|4|1|1
3530|20191118131220.281275|20191118131220.281282|20191118131220.281286|7|4|6|2|1
3532|20191118131220.281280|20191118131220.281287|20191118131220.281292|7|5|5|5|6
3534|20191118131220.281284|20191118131220.281290|20191118131220.281297|6|7|4|3|5
3536|20191118131220.281290|20191118131220.281303|20191118131220.281310|13|7|6|13|13
3538|20191118131220.281295|20191118131220.281312|20191118131220.281318|17|6|5|9|8
3540|20191118131220.281299|20191118131220.281314|20191118131220.281319|15|5|4|2|1
3542|20191118131220.281306|20191118131220.281323|20191118131220.281328|17|5|7|9|9
3544|20191118131220.281309|20191118131220.281324|20191118131220.281329|15|5|3|1|1
3546|20191118131220.281315|20191118131220.281330|20191118131220.281335|15|5|6|6|6
3548|20191118131220.281319|20191118131220.281332|20191118131220.281337|13|5|4|2|2
3550|20191118131220.281325|20191118131220.281334|20191118131220.281338|9|4|6|2|1
3552|20191118131220.281332|20191118131220.281339|20191118131220.281344|7|5|7|5|6
3554|20191118131220.281336|20191118131220.281342|20191118131220.281345|6|3|4|3|1
3556|20191118131220.281342|20191118131220.281354|20191118131220.281359|12|5|6|12|14
3558|20191118131220.281348|20191118131220.281362|20191118131220.281367|14|5|6|8|8
3560|20191118131220.281352|20191118131220.281363|20191118131220.281368|11|5|4|1|1
3562|20191118131220.281358|20191118131220.281365|20191118131220.281369|7|4|6|2|1
3564|20191118131220.281364|20191118131220.281371|20191118131220.281376|7|5|6|6|7
3566|20191118131220.281367|20191118131220.281374|20191118131220.281378|7|4|3|3|2
3568|20191118131220.281372|20191118131220.281380|20191118131220.281385|8|5|5|6|7
3570|20191118131220.281376|20191118131220.281383|20191118131220.281386|7|3|4|3|1
3572|20191118131220.281382|20191118131220.281394|20191118131220.281399|12|5|6|11|13
3574|20191118131220.281387|20191118131220.281401|20191118131220.281406|14|5|5|7|7
3576|20191118131220.281391|20191118131220.281403|20191118131220.281407|12|4|4|2|1
3578|20191118131220.281397|20191118131220.281406|20191118131220.281409|9|3|6|3|2
3580|20191118131220.281402|20191118131220.281413|20191118131220.281418|11|5|5|7|9
3582|20191118131220.281406|20191118131220.281420|20191118131220.281425|14|5|4|7|7
3584|20191118131220.281410|20191118131220.281422|20191118131220.281426|12|4|4|2|1
3586|20191118131220.281416|20191118131220.281425|20191118131220.281431|9|6|6|3|5
3588|20191118131220.281421|20191118131220.281430|20191118131220.281436|9|6|5|5|5
3590|20191118131220.281426|20191118131220.281433|20191118131220.281437|7|4|5|3|1
3592|20191118131220.281432|20191118131220.281440|20191118131220.281446|8|6|6|7|9
3594|20191118131220.281437|20191118131220.281443|20191118131220.281447|6|4|5|3|1
3596|20191118131220.281442|20191118131220.281452|20191118131220.281457|10|5|5|9|10
3598|20191118131220.281448|20191118131220.281455|20191118131220.281459|7|4|6|3|2
3600|20191118131220.281454|20191118131220.281460|20191118131220.281466|6|6|6|5|7
3602|20191118131220.281457|20191118131220.281464|20191118131220.281467|7|3|3|4|1
3604|20191118131220.281463|20191118131220.281475|20191118131220.281480|12|5|6|11|13
3606|20191118131220.281469|20191118131220.281482|20191118131220.281487|13|5|6|7|7
3608|20191118131220.281472|20191118131220.281484|20191118131220.281488|12|4|3|2|1
3610|20191118131220.281478|20191118131220.281487|20191118131220.281490|9|3|6|3|2
3612|20191118131220.281483|20191118131220.281494|20191118131220.281499|11|5|5|7|9
3614|20191118131220.281487|20191118131220.281500|20191118131220.281505|13|5|4|6|6
3616|20191118131220.281491|20191118131220.281501|20191118131220.281506|10|5|4|1|1
3618|20191118131220.281497|20191118131220.281504|20191118131220.281507|7|3|6|3|1
3620|20191118131220.281503|20191118131220.281515|20191118131220.281520|12|5|6|11|13
3622|20191118131220.281508|20191118131220.281522|20191118131220.281527|14|5|5|7|7
3624|20191118131220.281511|20191118131220.281524|20191118131220.281528|13|4|3|2|1
3626|20191118131220.281518|20191118131220.281526|20191118131220.281529|8|3|7|2|1
3628|20191118131220.281523|20191118131220.281530|20191118131220.281535|7|5|5|4|6
3630|20191118131220.281527|20191118131220.281533|20191118131220.281536|6|3|4|3|1
3632|20191118131220.281533|20191118131220.281545|20191118131220.281551|12|6|6|12|15
3634|20191118131220.281539|20191118131220.281553|20191118131220.281558|14|5|6|8|7
3636|20191118131220.281542|20191118131220.281555|20191118131220.281560|13|5|3|2|2
3638|20191118131220.281549|20191118131220.281558|20191118131220.281562|9|4|7|3|2
3640|20191118131220.281554|20191118131220.281563|20191118131220.281568|9|5|5|5|6
3642|20191118131220.281559|20191118131220.281566|20191118131220.281570|7|4|5|3|2
3644|20191118131220.281565|20191118131220.281576|20191118131220.281581|11|5|6|10|11
3646|20191118131220.281570|20191118131220.281582|20191118131220.281587|12|5|5|6|6
3648|20191118131220.281573|20191118131220.281584|20191118131220.281589|11|5|3|2|2
3650|20191118131220.281580|20191118131220.281586|20191118131220.281590|6|4|7|2|1
3652|20191118131220.281586|20191118131220.281599|20191118131220.281605|13|6|6|13|15
3654|20191118131220.281591|20191118131220.281609|20191118131220.281614|18|5|5|10|9
3656|20191118131220.281595|20191118131220.281610|20191118131220.281615|15|5|4|1|1
3658|20191118131220.281602|20191118131220.281618|20191118131220.281624|16|6|7|8|9
3660|20191118131220.281605|20191118131220.281620|20191118131220.281625|15|5|3|2|1
3662|20191118131220.281611|20191118131220.281626|20191118131220.281631|15|5|6|6|6
3664|20191118131220.281615|20191118131220.281628|20191118131220.281632|13|4|4|2|1
3666|20191118131220.281621|20191118131220.281631|20191118131220.281634|10|3|6|3|2
3668|20191118131220.281627|20191118131220.281637|20191118131220.281642|10|5|6|6|8
3670|20191118131220.281631|20191118131220.281640|20191118131220.281643|9|3|4|3|1
3672|20191118131220.281638|20191118131220.281644|20191118131220.281649|6|5|7|4|6
3674|20191118131220.281642|20191118131220.281648|20191118131220.281651|6|3|4|4|2
3676|20191118131220.281648|20191118131220.281662|20191118131220.281667|14|5|6|14|16
3678|20191118131220.281654|20191118131220.281671|20191118131220.281676|17|5|6|9|9
3680|20191118131220.281657|20191118131220.281673|20191118131220.281678|16|5|3|2|2
3682|20191118131220.281664|20191118131220.281678|20191118131220.281684|14|6|7|5|6
3684|20191118131220.281668|20191118131220.281680|20191118131220.281685|12|5|4|2|1
3686|20191118131220.281674|20191118131220.281683|20191118131220.281686|9|3|6|3|1
3688|20191118131220.281680|20191118131220.281690|20191118131220.281696|10|6|6|7|10
3690|20191118131220.281683|20191118131220.281697|20191118131220.281702|14|5|3|7|6
3692|20191118131220.281687|20191118131220.281699|20191118131220.281703|12|4|4|2|1
3694|20191118131220.281693|20191118131220.281701|20191118131220.281705|8|4|6|2|2
3696|20191118131220.281699|20191118131220.281706|20191118131220.281711|7|5|6|5|6
3698|20191118131220.281702|20191118131220.281709|20191118131220.281713|7|4|3|3|2
3700|20191118131220.281708|20191118131220.281721|20191118131220.281726|13|5|6|12|13
3702|20191118131220.281713|20191118131220.281731|20191118131220.281736|18|5|5|10|10
3704|20191118131220.281717|20191118131220.281732|20191118131220.281737|15|5|4|1|1
3706|20191118131220.281723|20191118131220.281738|20191118131220.281743|15|5|6|6|6
3708|20191118131220.281727|20191118131220.281739|20191118131220.281744|12|5|4|1|1
3710|20191118131220.281734|20191118131220.281743|20191118131220.281758|9|15|7|4|14
3712|20191118131220.281739|20191118131220.281762|20191118131220.281768|23|6|5|19|10
3714|20191118131220.281743|20191118131220.281772|20191118131220.281778|29|6|4|10|10
3716|20191118131220.281746|20191118131220.281774|20191118131220.281780|28|6|3|2|2
3718|20191118131220.281758|20191118131220.281775|20191118131220.281781|17|6|12|1|1
3720|20191118131220.281764|20191118131220.281782|20191118131220.281788|18|6|6|7|7
3722|20191118131220.281768|20191118131220.281784|20191118131220.281789|16|5|4|2|1
3724|20191118131220.281775|20191118131220.281792|20191118131220.281798|17|6|7|8|9
3726|20191118131220.281779|20191118131220.281794|20191118131220.281799|15|5|4|2|1
3728|20191118131220.281785|20191118131220.281803|20191118131220.281808|18|5|6|9|9
3730|20191118131220.281789|20191118131220.281804|20191118131220.281809|15|5|4|1|1
3732|20191118131220.281795|20191118131220.281810|20191118131220.281815|15|5|6|6|6
3734|20191118131220.281799|20191118131220.281812|20191118131220.281817|13|5|4|2|2
3736|20191118131220.281805|20191118131220.281815|20191118131220.281818|10|3|6|3|1
3738|20191118131220.281811|20191118131220.281821|20191118131220.281836|10|15|6|6|18
3740|20191118131220.281815|20191118131220.281839|20191118131220.281844|24|5|4|18|8
3742|20191118131220.281819|20191118131220.281841|20191118131220.281846|22|5|4|2|2
3744|20191118131220.281837|20191118131220.281843|20191118131220.281847|6|4|18|2|1
3746|20191118131220.281842|20191118131220.281848|20191118131220.281853|6|5|5|5|6
3748|20191118131220.281845|20191118131220.281851|20191118131220.281855|6|4|3|3|2
3750|20191118131220.281851|20191118131220.281862|20191118131220.281867|11|5|6|11|12
3752|20191118131220.281857|20191118131220.281868|20191118131220.281873|11|5|6|6|6
3754|20191118131220.281860|20191118131220.281870|20191118131220.281875|10|5|3|2|2
3756|20191118131220.281866|20191118131220.281873|20191118131220.281876|7|3|6|3|1
3758|20191118131220.281872|20191118131220.281883|20191118131220.281889|11|6|6|10|13
3760|20191118131220.281877|20191118131220.281891|20191118131220.281896|14|5|5|8|7
3762|20191118131220.281880|20191118131220.281893|20191118131220.281897|13|4|3|2|1
3764|20191118131220.281887|20191118131220.281899|20191118131220.281904|12|5|7|6|7
3766|20191118131220.281892|20191118131220.281900|20191118131220.281905|8|5|5|1|1
3768|20191118131220.281896|20191118131220.281903|20191118131220.281907|7|4|4|3|2
3770|20191118131220.281902|20191118131220.281908|20191118131220.281913|6|5|6|5|6
3772|20191118131220.281905|20191118131220.281911|20191118131220.281915|6|4|3|3|2
3774|20191118131220.281910|20191118131220.281921|20191118131220.281927|11|6|5|10|12
3776|20191118131220.281915|20191118131220.281929|20191118131220.281935|14|6|5|8|8
3778|20191118131220.281919|20191118131220.281931|20191118131220.281936|12|5|4|2|1
3780|20191118131220.281925|20191118131220.281937|20191118131220.281942|12|5|6|6|6
3782|20191118131220.281930|20191118131220.281939|20191118131220.281944|9|5|5|2|2
3784|20191118131220.281935|20191118131220.281942|20191118131220.281945|7|3|5|3|1
3786|20191118131220.281940|20191118131220.281954|20191118131220.281959|14|5|5|12|14
3788|20191118131220.281946|20191118131220.281961|20191118131220.281966|15|5|6|7|7
3790|20191118131220.281950|20191118131220.281963|20191118131220.281968|13|5|4|2|2
3792|20191118131220.281957|20191118131220.281966|20191118131220.281969|9|3|7|3|1
3794|20191118131220.281962|20191118131220.281974|20191118131220.281979|12|5|5|8|10
3796|20191118131220.281967|20191118131220.281979|20191118131220.281984|12|5|5|5|5
3798|20191118131220.281970|20191118131220.281981|20191118131220.281986|11|5|3|2|2
3800|20191118131220.281976|20191118131220.281983|20191118131220.281987|7|4|6|2|1
3802|20191118131220.281982|20191118131220.281995|20191118131220.282001|13|6|6|12|14
3804|20191118131220.281988|20191118131220.282002|20191118131220.282007|14|5|6|7|6
3806|20191118131220.281991|20191118131220.282004|20191118131220.282009|13|5|3|2|2
3808|20191118131220.281998|20191118131220.282010|20191118131220.282016|12|6|7|6|7
3810|20191118131220.282004|20191118131220.282012|20191118131220.282017|8|5|6|2|1
3812|20191118131220.282008|20191118131220.282015|20191118131220.282018|7|3|4|3|1
3814|20191118131220.282014|20191118131220.282028|20191118131220.282033|14|5|6|13|15
3816|20191118131220.282019|20191118131220.282057|20191118131220.282069|38|12|5|29|36
3818|20191118131220.282023|20191118131220.282059|20191118131220.282070|36|11|4|2|1
3820|20191118131220.282029|20191118131220.282060|20191118131220.282071|31|11|6|1|1
3822|20191118131220.282032|20191118131220.282061|20191118131220.282073|29|12|3|1|2
3824|20191118131220.282036|20191118131220.282061|20191118131220.282074|25|13|4|0|1
3826|20191118131220.282047|20191118131220.282068|20191118131220.282075|21|7|11|7|1
3828|20191118131220.282052|20191118131220.282077|20191118131220.282082|25|5|5|9|7
3830|20191118131220.282070|20191118131220.282079|20191118131220.282084|9|5|18|2|2
3832|20191118131220.282075|20191118131220.282093|20191118131220.282099|18|6|5|14|15
3834|20191118131220.282079|20191118131220.282095|20191118131220.282100|16|5|4|2|1
3836|20191118131220.282090|20191118131220.282101|20191118131220.282106|11|5|11|6|6
3838|20191118131220.282096|20191118131220.282118|20191118131220.282124|22|6|6|17|18
3840|20191118131220.282111|20191118131220.282132|20191118131220.282139|21|7|15|14|15
3842|20191118131220.282121|20191118131220.282150|20191118131220.282156|29|6|10|18|17
3844|20191118131220.282130|20191118131220.282153|20191118131220.282158|23|5|9|3|2
3846|20191118131220.282134|20191118131220.282156|20191118131220.282159|22|3|4|3|1
3848|20191118131220.282156|20191118131220.282174|20191118131220.282180|18|6|22|18|21
